GeneID	Base mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj	Chromosome	Start	End	Strand	Feature	Gene symbol
FBgn0040660	1315.09298545513	-0.31686192583141	0.102858991700255	-3.08054668428783	0.00206620960640664	0.0223434741312798	chr2R	23377865	23383424	-	protein_coding	CG13551
FBgn0063494	1627.25690956397	0.338378231133945	0.110183681289122	3.0710376271241	0.00213316267058147	0.0230386894671664	chr2R	18406010	18406761	+	protein_coding	GstE6
FBgn0036857	463.044643450612	-0.370676185792964	0.120723739583919	-3.07044983091579	0.00213736591012295	0.0230553023547053	chr3L	19266472	19268913	-	protein_coding	Aldh7A1
FBti0063710	9.72493039547794	0.662851266633423	0.216140709041183	3.06675808353679	0.00216393911766722	0.0233128733585792	chr2L	7232880	7233224	+	transposable_element	NA
FBgn0038651	2444.10240950726	-0.282738395861267	0.0922622532252628	-3.0645078130809	0.00218028479408298	0.0234597559124526	chr3R	18750435	18758873	-	protein_coding	Epg5
FBgn0063491	1052.72010758885	0.377322182752887	0.123217333760663	3.06224920826314	0.00219680474908111	0.0236081464401251	chr2R	18409047	18409835	+	protein_coding	GstE9
FBgn0022702	339.880263073446	0.558064434974	0.18227487417903	3.06166408007431	0.00220110318179405	0.0236249920914396	chr3L	1752327	1755934	-	protein_coding	Cht2
FBgn0039525	350.992970447354	0.409220873114987	0.133804729387902	3.05834386412941	0.002225640261671	0.0238587532883715	chr3R	27559378	27561319	-	protein_coding	CG5646
FBgn0283531	28.0040842113549	-0.711385389587897	0.232687339063694	-3.05725869078406	0.00223371410606186	0.0239156692222044	chr2L	2815969	2830248	-	protein_coding	Duox
FBgn0033890	1145.96987291892	-0.359940632234397	0.117936104472656	-3.05199695923355	0.00227324403685203	0.024308818495435	chr2R	13980361	13983317	-	protein_coding	Ctf4
FBgn0267470	62.2161975614369	0.655350062094904	0.214849675165791	3.05027252933567	0.00228633798099131	0.0244186541648837	chr3L	3555630	3556299	-	ncRNA	lncRNA:CR45820
FBgn0022213	3037.64842606024	0.271648604064988	0.0890952975477042	3.04896679782162	0.00229629858686685	0.0244947954068867	chr2L	16821155	16825207	-	protein_coding	Cse1
FBgn0086370	1034.66961037354	-0.301176410703382	0.0989024982349977	-3.04518506689053	0.00232537172958744	0.0247743729466268	chr3R	16186998	16197584	+	protein_coding	sra
FBgn0261983	1076.88718448138	-0.302834487724868	0.09959322411395	-3.04071376761916	0.00236018084396315	0.0251142982547665	chr2L	11106942	11110851	+	protein_coding	l(2)gd1
FBgn0025693	877.752017872659	-0.325792156230074	0.107174326142356	-3.03983395983599	0.00236708607872692	0.0251568325148239	chr2R	5774775	5782858	-	protein_coding	ZnT41F
FBgn0035539	20.9362968042892	0.7051844844934	0.23222008250971	3.03670757874231	0.00239177362162515	0.0253569660360039	chr3L	4384441	4403181	+	protein_coding	slow
FBgn0004861	417.69296081001	-0.389625050273177	0.128305124848341	-3.03670684030526	0.00239177948045072	0.0253569660360039	chrX	2126209	2138371	-	protein_coding	ph-p
FBgn0028717	1401.17819379634	-0.282325624303906	0.0930057088920143	-3.03557305962481	0.00240079050927233	0.0254213447927968	chr3R	25888541	25893270	+	protein_coding	Lnk
FBgn0000147	383.984605355886	0.415988470036715	0.137240894591955	3.03108247198135	0.00243678679364047	0.0257081006729069	chr3R	11963123	11964826	+	protein_coding	aurA
FBgn0265011	63.2165944881995	-0.648110884854531	0.213803225092459	-3.03134288350542	0.00243468593384736	0.0257081006729069	chr2R	8992944	9006587	-	protein_coding	Np
FBgn0028491	173.598966399847	0.513860832596404	0.169498887617796	3.03164722682494	0.00243223275677442	0.0257081006729069	chrX	3868972	3880379	+	protein_coding	CG2930
FBgn0016694	1267.99065378548	-0.445901098013707	0.147241887512312	-3.02835766063119	0.00245886881607475	0.0259094690960568	chr3L	7811457	7867369	-	protein_coding	Pdp1
FBgn0052185	22.7159786625568	0.707053588062832	0.2335235002904	3.02776203330101	0.00246372013560611	0.0259290059527111	chr3L	17494879	17495300	+	protein_coding	edin
FBgn0023537	1757.02649427189	-0.328795053810247	0.108607997491166	-3.02735582466652	0.00246703368213593	0.025932330964955	chrX	490786	493495	-	protein_coding	CG17896
FBgn0031399	757.581093965399	-0.324076884793368	0.107085472247273	-3.02633847516717	0.00247535036232145	0.0259881747384015	chr2L	2217289	2220625	+	protein_coding	mio
FBgn0262782	2686.29886446921	0.314488495380999	0.104089435674058	3.02132962240065	0.00251667228448486	0.0263580289746714	chr2L	10393773	10396332	-	protein_coding	Mdh1
FBgn0041627	508.482252773936	0.356709897564034	0.118053295821409	3.02160049901246	0.00251442157267552	0.0263580289746714	chr2L	15768629	15771159	-	protein_coding	Ku80
FBgn0001942	57212.3383946532	-0.26515402071363	0.0877733066785738	-3.02089588221422	0.0025202800668707	0.0263638970477611	chr2L	5981763	5985909	+	protein_coding	eIF4A
FBgn0027620	2019.887862875	-0.290368983981528	0.096199590026345	-3.01840147033899	0.00254112018628719	0.0264858201585186	chr3R	31793980	31799799	+	protein_coding	Acf
FBgn0037539	558.218507578077	-0.370504195398973	0.122742157961942	-3.01855696160934	0.00253981650782154	0.0264858201585186	chr3R	8010906	8013201	-	protein_coding	CG10435
FBgn0029861	647.63897648204	0.341251359839192	0.113037342157654	3.01892589940098	0.00253672568659489	0.0264858201585186	chrX	6295388	6298970	+	protein_coding	CG3815
FBgn0033717	5735.01120330046	-0.286736223998101	0.0950465384577062	-3.01679817751272	0.0025545983379179	0.0265622959390959	chr2R	12339609	12344617	-	protein_coding	CG8839
FBgn0034564	318.736937271663	0.404821595584294	0.134184612119117	3.01690029274692	0.00255373795615707	0.0265622959390959	chr2R	20977055	20977600	+	protein_coding	CG9344
FBgn0035148	1031.3034596342	0.311185548320469	0.103166862343444	3.01633238863587	0.0025585262505368	0.0265712011925496	chr3L	651541	652881	-	protein_coding	CG3402
FBgn0036746	1550.90184537869	-0.388721105319153	0.12912449010494	-3.01043671114007	0.00260872307972002	0.0270600280127793	chr3L	17659817	17669234	-	protein_coding	Crtc
FBgn0037672	131.022925101665	0.544999131797907	0.18115778446587	3.00842237282156	0.00262607881417502	0.0271827082581641	chr3R	9262653	9264142	-	protein_coding	sage
FBgn0053460	1903.15766743242	-0.374629708391705	0.124530583703816	-3.00833495876584	0.00262683436641142	0.0271827082581641	chr2R	15694091	15695232	+	protein_coding	CG33460
FBgn0029893	2125.25724468673	-0.329272949149938	0.109530955376913	-3.00620904854578	0.00264527069390652	0.0273407846750123	chrX	6689295	6695007	-	protein_coding	CG14442
FBgn0037917	666.601734061659	-0.344991360125691	0.114779134990684	-3.00569750899144	0.00264972448689635	0.0273541366779718	chr3R	11581575	11585305	+	protein_coding	wkd
FBgn0034914	3104.21800863052	0.286164734057792	0.095420036641113	2.99900046291215	0.00270866895201835	0.0279293147841606	chr2R	23845000	23847024	+	protein_coding	CG5554
FBgn0039006	618.817394897262	0.329831443665269	0.11001466625626	2.99806793847816	0.00271697098659415	0.0279555657548413	chr3R	22698318	22700307	+	protein_coding	Cyp6d4
FBgn0031771	1808.71784474102	-0.284681725127125	0.0949575722324861	-2.9979886641387	0.00271767781757271	0.0279555657548413	chr2L	6060841	6062757	-	protein_coding	ND-51
FBgn0000578	6154.77236197686	-0.311889825210305	0.104272852275266	-2.99109325586452	0.00277980587220315	0.0285492606808714	chr2R	19141631	19163705	+	protein_coding	ena
FBgn0030884	79.8653109580794	0.585666643753105	0.19581926622334	2.99085301997367	0.00278199361391453	0.0285492606808714	chrX	17911461	17924163	+	protein_coding	CG6847
FBgn0033458	41.3510800484707	0.681584795495	0.228238777134892	2.98627956235577	0.00282394351645422	0.0288769921522996	chr2R	9871469	9873646	+	protein_coding	Lime
FBgn0033302	861.433051262674	-0.30600098148595	0.102458157862427	-2.98659460476367	0.00282103537933461	0.0288769921522996	chr2R	8564186	8567202	-	protein_coding	Cyp6a14
FBgn0031973	1230.35228107496	-0.305516729171558	0.102293746973536	-2.98666084888449	0.00282042423200603	0.0288769921522996	chr2L	8004547	8007210	-	protein_coding	Spn28Dc
FBgn0034523	303.804587979973	0.421585786550268	0.141490856425668	2.97959739025078	0.00288627463171862	0.0294795299161721	chr2R	20586221	20587238	-	protein_coding	Nnf1a
FBgn0020249	992.792515445716	0.326238846096725	0.109659568824411	2.97501485364313	0.00292974361365851	0.0298882217001884	chr3R	8356977	8359964	+	protein_coding	stck
FBgn0030685	2139.254420108	-0.291333850376188	0.0980128133371625	-2.97240575448032	0.00295475908977727	0.0301079162375302	chrX	15751673	15760733	-	protein_coding	Graf
FBgn0002945	56.4965815904152	-0.668207810552746	0.22489266942208	-2.97122984163904	0.00296609707482708	0.0301878891697989	chr3L	19003740	19045449	-	protein_coding	nkd
FBgn0030960	250.954274827121	-0.414119676816356	0.139396273216696	-2.97080881188691	0.00297016622545396	0.0301937814528816	chrX	18791667	18793517	+	protein_coding	Atg101
FBgn0038349	2263.99442297182	-0.322229648699487	0.108550677619501	-2.96847201478547	0.00299284353499172	0.0303562499094006	chr3R	15542747	15548188	-	protein_coding	AOX3
FBgn0026418	8682.33609593133	-0.251286394645676	0.0846527097200408	-2.96843887781877	0.00299316624352314	0.0303562499094006	chr3L	14037018	14043686	+	protein_coding	Hsc70Cb
FBgn0086253	701.350930961388	0.330644679003255	0.111422626965447	2.96748235083159	0.00300249519702727	0.0304152060298395	chr3R	22749013	22750597	-	protein_coding	rumi
FBgn0030485	333.82141003961	0.432167144216668	0.145757508162222	2.96497346631149	0.00302709037014406	0.0306284898153406	chrX	13409368	13413074	-	protein_coding	CG1998
FBgn0053181	350.816650901788	-0.462223616589333	0.15592843462632	-2.96433179552558	0.0030334102585304	0.0306565796104515	chrX	8489347	8517029	+	protein_coding	CG33181
FBgn0004687	2642.92542466609	-0.261772824374943	0.0883622564129573	-2.96249592305066	0.00305155850604069	0.0308040054092859	chrX	5619135	5622539	-	protein_coding	Mlc-c
FBgn0063923	141.25596572882	-0.501308721735626	0.169378116301138	-2.95970183565122	0.00307936914678437	0.0310485110592443	chr3L	216624	218058	+	protein_coding	Kaz1-ORFB
FBgn0026323	1660.22256548612	-0.298600694818676	0.100981950721557	-2.95697095060109	0.00310677385903356	0.0312883593183927	chrX	20515907	20524928	-	protein_coding	Tak1
FBgn0031220	2695.58342450028	0.278932269676692	0.0945591678638213	2.94981730463612	0.00317961887448427	0.0319847475385622	chr2L	116969	121754	-	protein_coding	CG4822
FBgn0036354	1102.21430891726	-0.343457108986693	0.116480839705645	-2.94861463786347	0.00319201728610603	0.0320721736842082	chr3L	13388298	13390006	-	protein_coding	Poc1
FBgn0035262	337.361572583182	-0.446160491692186	0.151430507533501	-2.94630519938977	0.00321594913254086	0.0322751461085975	chr3L	1720615	1723153	-	protein_coding	CG18171
FBgn0040765	1585.682286814	0.385956026248021	0.131054726256599	2.94499891207537	0.00322955798446522	0.0323741670030228	chr2R	10977955	11116378	-	protein_coding	luna
FBgn0026409	8775.97735090163	-0.316822081077216	0.107715580476069	-2.94128369987853	0.00326855026747169	0.0327271161619185	chr3L	14537650	14540441	+	protein_coding	Mpcp2
FBgn0260746	1124.45074820934	0.350869153854398	0.119550874127272	2.93489408936373	0.00333661553407208	0.0333313723796778	chr3R	11999277	12003516	+	protein_coding	Ect3
FBgn0034644	1385.11454172408	-0.318615098292519	0.108587470798342	-2.93417920087871	0.00334431062600397	0.0333313723796778	chr2R	21646176	21657935	+	protein_coding	CG10082
FBgn0004456	3769.44256648923	-0.289582977018523	0.0986890984446727	-2.93429549547329	0.00334305772605423	0.0333313723796778	chrX	13214408	13258490	-	protein_coding	mew
FBgn0031990	4048.09782270228	-0.276222032618095	0.0941179840046857	-2.9348485896632	0.00333710481400298	0.0333313723796778	chr2L	8134246	8159638	-	protein_coding	PAPLA1
FBgn0039094	15.8274532456073	-0.681822984608989	0.232593682788402	-2.93139081180148	0.00337447967344281	0.0335933528825705	chr3R	23602506	23605495	-	protein_coding	CG10184
FBgn0038453	913.560246502082	0.301815944131079	0.103016572367647	2.92978049254011	0.00339201523787931	0.0337291078424068	chr3R	16643604	16645171	+	protein_coding	Arl6IP1
FBgn0035769	623.783096375278	-0.326990920921977	0.111840078927564	-2.92373649998728	0.00345857382750146	0.0343266146790769	chr3L	7353577	7356713	-	protein_coding	CTCF
FBgn0031968	74.5687604214653	0.573325924782745	0.196102420022376	2.92360453643218	0.00346004022658133	0.0343266146790769	chr2L	7983945	7986785	+	protein_coding	CG7231
FBgn0085334	50.0722395600221	-0.679951481887584	0.232864631763853	-2.91994313063874	0.00350095266518998	0.034692716502358	chr3R	4242784	4243146	-	protein_coding	CG34305
FBgn0026143	305.271240058664	-0.393197815002252	0.134687333481597	-2.91933773457603	0.00350775959734419	0.0347203984858405	chrX	1028290	1030556	-	protein_coding	Cdc45
FBgn0031097	91.2846099237588	-0.538915688416914	0.184773979543462	-2.91662110513863	0.00353845326058553	0.0349841818940862	chrX	20239854	20243209	+	protein_coding	obst-A
FBgn0035295	526.102463003192	0.335137805960192	0.115022239177591	2.91367833174198	0.00357197754755417	0.0352753170820675	chr3L	1947564	1950262	+	protein_coding	Cnb
FBgn0020633	342.100767869604	0.38121004708987	0.130873489929432	2.91281333825071	0.00358188641656294	0.0353328385287184	chr3L	8891595	8894310	+	protein_coding	Mcm7
FBgn0010551	3318.79972440148	0.271252661598711	0.0931735520754707	2.91126242969674	0.00359971536191974	0.0354682660546329	chr2R	18819466	18822250	+	protein_coding	Phb2
FBgn0030051	32.649599379518	0.664054080960878	0.228199837027559	2.90996737600949	0.00361466484979993	0.0355750462066203	chrX	8571098	8573593	-	protein_coding	spirit
FBgn0004066	2837.87199062672	0.331605790047448	0.114011648024674	2.90852553921229	0.00363137514404978	0.0356988936036076	chrX	16276269	16277587	+	protein_coding	Prosalpha4
FBgn0036702	3074.38693227903	0.251216638742827	0.0863844000150651	2.90812506307871	0.00363602894754743	0.0357040708572449	chr3L	17238612	17242128	-	protein_coding	CG6512
FBgn0004865	61.8081392080826	-0.594627675464369	0.204823228115122	-2.90312617829729	0.00369457750170954	0.0362378571057701	chr3L	21226608	21266503	+	protein_coding	Eip78C
FBgn0038484	26.5156491197401	-0.678271868143965	0.234075959146076	-2.89765711360681	0.00375961375952827	0.0367923287711302	chr3R	17136110	17137195	+	protein_coding	CG5246
FBgn0011659	567.705228548924	-0.328163550124091	0.113238349468913	-2.89798952089267	0.00375563137935474	0.0367923287711302	chr2R	8170273	8172401	+	protein_coding	Mlh1
FBgn0014141	23398.9156237913	-0.373455565274883	0.128908352916467	-2.89706257837987	0.00376674611604294	0.0368204753106073	chr3R	17091532	17125389	-	protein_coding	cher
FBgn0035287	57.4868471701366	-0.606994315637946	0.209596367424413	-2.89601543717997	0.00377933808134838	0.0369018665256714	chr3L	1876550	1883041	-	protein_coding	CG13937
FBgn0028399	3082.93542003677	-0.303544624586138	0.104875612680926	-2.8943299288238	0.00379968683330965	0.0370587269390776	chr3L	16412721	16415386	+	protein_coding	TMS1
FBgn0033204	334.981136592644	-0.377930011487226	0.130868057518882	-2.88787056713741	0.00387859438217018	0.0377857207208944	chr2R	7663785	7665269	+	protein_coding	CG2065
FBgn0261283	16470.4297130761	-0.277936475859936	0.096258991179042	-2.88738197290032	0.00388462318434514	0.0378018843282	chr3L	19793934	19798979	+	protein_coding	SREBP
FBgn0030077	396.130220044476	-0.371918592364712	0.128827648746848	-2.88694698678812	0.00388999767303998	0.0378116515387291	chrX	9054697	9067983	-	protein_coding	CG15365
FBgn0026380	1157.5218253136	0.315353715301243	0.109310355026979	2.88493908215201	0.0039148940743439	0.0380109412313682	chr3R	9005312	9006226	-	protein_coding	Prosbeta3
FBgn0034139	28.0329414141838	0.665567962047357	0.230923405902761	2.88220225856023	0.00394906155311918	0.0382996989865852	chr2R	16572081	16574154	+	protein_coding	CG4927
FBgn0030403	1054.30427157719	-0.307788879796303	0.106832143973349	-2.88105122998454	0.00396351212426066	0.0383968011052396	chrX	12592554	12595624	-	protein_coding	CG1824
FBgn0031304	1594.95809446959	-0.279709041951496	0.0971497683848618	-2.87915294706025	0.0039874490135763	0.0385854825687344	chr2L	1129315	1132411	+	protein_coding	TBC1D23
FBgn0033032	293.860637600177	0.385688574948211	0.133986286377925	2.87856754131037	0.00399485727506588	0.0386139779738491	chr2R	5671740	5672800	+	protein_coding	kune
FBgn0016754	884.166292711488	-0.325568614754687	0.113159855499798	-2.87706813796054	0.0040138891292547	0.0387185134367402	chr3R	23894173	23922973	-	protein_coding	sba
FBgn0034643	1287.32817402269	-0.284291440407782	0.0988245054432586	-2.8767302111217	0.00401818976848854	0.0387185134367402	chr2R	21634678	21638399	+	protein_coding	CG10321
FBgn0062978	19.2744558884361	-0.67357371586194	0.234151409558495	-2.87665881291084	0.00401909895574994	0.0387185134367402	chr2L	16704285	16716195	-	protein_coding	CG31808
FBgn0028690	1741.24609181965	0.256671262281694	0.0892910640535532	2.87454590223892	0.00404608951861326	0.0388919115839148	chr3R	5789492	5791569	+	protein_coding	Rpn5
FBgn0053056	349.807664248271	-0.420711986749544	0.146346282506795	-2.8747705752622	0.00404321172244119	0.0388919115839148	chr3L	21198260	21203232	-	protein_coding	CG33056
FBgn0060296	92.1815499788138	0.536952821824364	0.186994899240862	2.87148378915263	0.00408549736082489	0.0391864424462326	chr2R	24921504	24928275	-	protein_coding	pain
FBgn0034390	83.5040271757347	0.589793752407535	0.205417837186866	2.87119054744505	0.00408928945081532	0.0391864424462326	chr2R	18775668	18776978	-	protein_coding	CG15093
FBgn0016032	441.345699566993	0.434762170501338	0.151426463446823	2.8711109049576	0.00409031990855948	0.0391864424462326	chr2R	7049237	7051964	+	protein_coding	lbm
FBgn0040373	83.1861108486829	0.556608901215965	0.193949345003815	2.869867393494	0.00410643972931968	0.0392973563034785	chrX	243953	245856	-	protein_coding	CG3038
FBgn0031540	215.276087912569	-0.432393635056946	0.150914520983749	-2.8651559322347	0.00416803943818532	0.0398427725742997	chr2L	3467341	3470004	-	protein_coding	Pif1
FBgn0030588	188.511954953215	0.473451271165149	0.165297257075858	2.86424154605223	0.00418009121938867	0.0399138732217786	chrX	14851004	14853269	-	protein_coding	CG9521
FBgn0031048	896.237442540026	0.330699976585378	0.115796604576232	2.85586937367986	0.00429191672516844	0.0408913784024584	chrX	19641190	19642869	-	protein_coding	CG12237
FBgn0020545	1336.12135210934	-0.303739059150918	0.106349105900538	-2.85605653737218	0.0042893874568718	0.0408913784024584	chr2L	852767	854539	+	protein_coding	kraken
FBgn0034418	1020.09400451441	0.274560817731693	0.0961585865017802	2.8552917396161	0.00429973121084653	0.0409207642519619	chr2R	19133726	19137169	-	protein_coding	CG15118
FBgn0025390	182.629632808016	0.529140432836515	0.185435454802296	2.85350195517176	0.00432402618222023	0.0410992426817225	chrX	1523553	1668788	-	protein_coding	Mur2B
FBgn0261931	1264.36013507974	0.29875238013701	0.104707423344992	2.85321107704728	0.00432798636955834	0.0410992426817225	chrX	9608945	9623243	+	protein_coding	CG42797
FBgn0004870	91.8925909941889	0.548956742160006	0.192498830914586	2.85174065500473	0.00434805593979775	0.0411993778041515	chr3L	1036368	1101089	-	protein_coding	bab1
FBgn0032805	196.799110948984	0.47576996362895	0.166815025350153	2.85208099588323	0.0043434031885872	0.0411993778041515	chr2L	19545375	19546959	-	protein_coding	CG10337
FBgn0025571	1809.88393197647	-0.273287811612369	0.0958979154547653	-2.84977843695964	0.0043749693737195	0.0413637814776475	chr3R	17540420	17545148	+	protein_coding	SF1
FBgn0030412	1284.83995679499	-0.285766622256455	0.100276714436769	-2.84978046859172	0.00437494143029507	0.0413637814776475	chrX	12631604	12653442	+	protein_coding	Tomosyn
FBgn0261053	98.0340111340055	0.525983780202925	0.18466784971349	2.84826937130087	0.00439577007473435	0.0415150730529769	chr3R	10827078	10849030	+	protein_coding	Cad86C
FBgn0036893	163.636681120974	0.442987823163143	0.155640292837992	2.84622840965903	0.00442404493634251	0.0417365460679379	chr3L	19612454	19613489	+	protein_coding	PIG-F
FBgn0036101	216.150246632685	-0.439708576126441	0.154714323355168	-2.84206766762654	0.00448219770200246	0.0421834246054861	chr3L	10694359	10696877	-	protein_coding	NijA
FBgn0264699	49.6282017788759	0.632270581281709	0.222449488640961	2.84231078769621	0.00447878076581811	0.0421834246054861	chr3L	23784230	23787405	+	protein_coding	CG43968
FBgn0085450	1350.39404321923	-0.391711323452721	0.137839434506517	-2.84179433015739	0.00448604214969913	0.0421834246054861	chr2L	7891186	7984196	-	protein_coding	Snoo
FBgn0034447	1057.00463031364	-0.306151864006983	0.107832438950924	-2.83914438906754	0.00452346832419631	0.042443085111304	chr2R	19452503	19455527	+	protein_coding	CG7744
FBgn0263200	607.361219640689	-0.324390989492697	0.114253059163562	-2.83923241852376	0.00452222052077607	0.042443085111304	chr2L	6666263	6668033	-	protein_coding	Galt
FBgn0004133	1166.07677938789	-0.293199040327592	0.10339526662619	-2.83571047200457	0.00457238761381053	0.0428556069849132	chr2R	7580487	7587079	-	protein_coding	blow
FBgn0250732	1125.98397421757	-0.289493511739373	0.102108431958088	-2.83515774542693	0.00458030632836672	0.0428833658514074	chr3R	7145879	7150968	-	protein_coding	gfzf
FBgn0003575	909.300679061438	-0.315044305255676	0.111174376844356	-2.8337852138064	0.00460002383942001	0.0429749527373893	chrX	635889	643760	+	protein_coding	su(sable)
FBgn0260632	1985.3880912965	-0.280515607892868	0.098987384842132	-2.83385209479211	0.00459906126194919	0.0429749527373893	chr2L	17436829	17450364	-	protein_coding	dl
FBgn0261789	990.730331211633	0.303556530333939	0.107176990410728	2.83229197956239	0.00462156262165438	0.0431295989643279	chr3R	6344999	6345911	-	protein_coding	SmD2
FBgn0039467	931.151044630638	-0.329851024879702	0.116537126065063	-2.83043726936896	0.00464844256929076	0.0432883714203054	chr3R	26978540	26985706	+	protein_coding	CG14253
FBgn0036199	501.096790229685	-0.334216833283957	0.11807998121926	-2.83042756132691	0.00464858363766775	0.0432883714203054	chr3L	11720933	11728118	+	protein_coding	Bmcp
FBgn0035167	102.132785917023	0.554685140339987	0.196241363340511	2.82654548917659	0.00470530604823659	0.0437694651863385	chr3L	841450	843701	+	protein_coding	Gr61a
FBgn0250757	85.5657350735483	0.561294593437118	0.198729000984336	2.82442215608662	0.00473659524505917	0.0440131959881922	chr3R	25907021	25921046	+	protein_coding	CG42235
FBgn0000244	487.16170347573	-0.374456511356898	0.132626366831162	-2.82339417344964	0.00475181103725408	0.0440693043389712	chr3R	9528237	9533011	-	protein_coding	by
FBgn0035204	569.143307454531	-0.331295553751209	0.117342295691425	-2.82332599510766	0.00475282174872964	0.0440693043389712	chr3L	1304849	1307418	-	protein_coding	CG2277
FBgn0037757	974.446049820275	0.295521672848992	0.104766203560101	2.82077294782818	0.0047908098074148	0.044373978205509	chr3R	9793294	9797754	+	protein_coding	CG8516
FBgn0011236	1961.33191339922	-0.308519937649856	0.109398665941328	-2.82014350901974	0.00480021766351136	0.0444135647134083	chr2R	23870272	23877442	+	protein_coding	ken
FBgn0040070	3829.76335996191	0.297757893414884	0.105637263366982	2.81868238464753	0.00482212071839237	0.0445685537765089	chr2L	9613165	9616404	+	protein_coding	Trx-2
FBgn0017551	276.446297152448	0.384529220386475	0.136596531753608	2.81507308750771	0.00487661417628325	0.0450241080459193	chr2L	6852314	6853866	+	protein_coding	Rca1
FBgn0030612	388.6183568521	-0.426909648767381	0.152082347128456	-2.80709534556823	0.00499904429404934	0.0460561578145057	chrX	15086124	15088629	+	protein_coding	CG5599
FBgn0265523	23254.7286176641	-0.344098592221008	0.122580839234807	-2.80711565012113	0.00499872919455937	0.0460561578145057	chrX	12684202	12742618	-	protein_coding	Smr
FBgn0029895	132.923294534903	0.531259038670444	0.189282797905951	2.80669476860973	0.00500526438585688	0.0460644065979233	chrX	6699507	6719389	+	protein_coding	CG14441
FBgn0262945	144.756493236593	0.578595681024023	0.206286203349772	2.80482005887216	0.00503446767781262	0.0462839318605282	chrX	5831897	5832215	-	ncRNA	lncRNA:CR43264
FBgn0030243	1894.71889096764	-0.279494342373252	0.0996866629500377	-2.80372854404137	0.00505154162204961	0.0463915993337061	chrX	10857654	10866246	+	protein_coding	CG2186
FBgn0261989	16.9993690299759	0.641394455903485	0.22887512218663	2.80237733911717	0.0050727502543367	0.0465369697245671	chr2R	13570594	13572759	-	protein_coding	CG42807
FBgn0259228	6476.12475527679	-0.270620246370068	0.0966806853371305	-2.79911386050276	0.00512430646554443	0.0469601432557467	chrX	6780789	6803593	-	protein_coding	C3G
FBgn0039385	669.570898598278	0.297273714776145	0.106336383834295	2.79559736805974	0.00518038943851336	0.0474238614101366	chr3R	25893494	25895026	+	protein_coding	CG5913
FBgn0002773	40.3710681252022	-0.63207174345521	0.226168829829282	-2.79468989573989	0.00519495205869016	0.0474567373386785	chr3R	30171437	30174551	-	protein_coding	Mlc2
FBgn0000547	335.230359476307	0.440598217260638	0.157648498274963	2.79481391882444	0.00519295962419766	0.0474567373386785	chr2L	4031376	4115749	+	protein_coding	ed
FBgn0038145	6145.76978720882	-0.268749694349287	0.0962734751497486	-2.79152377050128	0.00524605041827306	0.0476015562331284	chr3R	13382105	13385283	+	protein_coding	Droj2
FBgn0020887	1070.3564873063	-0.297759456857078	0.106673682423805	-2.79131131588865	0.0052494954430198	0.0476015562331284	chr3L	19918241	19923462	-	protein_coding	Su(z)12
FBgn0083983	98.9169217002164	0.547330185049629	0.195979071367476	2.79279915569833	0.00522541250535355	0.0476015562331284	chr2R	16098947	16099337	+	protein_coding	mRpL34
FBgn0260768	162.019654491414	0.438655387890774	0.157187179841102	2.79065626302478	0.00526013021973141	0.0476015562331284	chr2R	22661933	22663241	+	protein_coding	CG42566
FBgn0033541	23.6375270650942	0.650801246328575	0.233108472088267	2.79183866848969	0.00524094799591129	0.0476015562331284	chr2R	10648887	10649830	+	protein_coding	CG12934
FBgn0035023	1147.72835342553	-0.331840934713723	0.1188616031436	-2.79182617377974	0.00524115036741655	0.0476015562331284	chr2R	24537420	24558961	+	protein_coding	ITP
FBgn0034417	194.263850879599	-0.433672708641263	0.15532814361545	-2.79197767092947	0.0052386971085436	0.0476015562331284	chr2R	19122230	19129300	-	protein_coding	CG15117
FBgn0263197	4719.43393969431	-0.270077028360623	0.0967794576199174	-2.7906441615048	0.00526032687075145	0.0476015562331284	chr2R	17519023	17535866	-	protein_coding	Patronin
FBgn0032202	498.512186286559	-0.4109454980014	0.147195802823391	-2.79182891168753	0.00524110602208413	0.0476015562331284	chr2L	10264124	10265229	+	protein_coding	REPTOR-BP
FBgn0052251	1121.48689851784	-0.387697689023755	0.139178178979175	-2.78562122214406	0.00534252597344744	0.0482880530214462	chr3L	4313482	4318608	+	protein_coding	Claspin
FBgn0010909	14820.6819821596	-0.261446665689772	0.0938733418542846	-2.78510022680991	0.005351117982808	0.0482880530214462	chr3L	2554846	2586540	-	protein_coding	msn
FBgn0033663	19566.7460264896	0.241921569367253	0.0868662214612478	2.78499012962337	0.00535293524997883	0.0482880530214462	chr2R	11887567	11890979	-	protein_coding	ERp60
FBgn0041171	2379.23054571232	-0.257698659906897	0.0925725138826138	-2.78374918319352	0.00537345692213805	0.0484226831598086	chr3L	4246342	4254306	-	protein_coding	ago
FBgn0003308	239.311921376706	-0.440702236799944	0.158625559285192	-2.77825489653662	0.0054651727515509	0.0491979286926814	chr3R	13032527	13038020	+	protein_coding	ry
FBgn0032603	244.393770655315	-0.409220988188915	0.147342912021203	-2.77733745434614	0.00548062450760032	0.049269887139122	chr2L	16791567	16793444	+	protein_coding	CG17928
FBgn0027550	218.352681570917	-0.411929536345768	0.148330593694588	-2.77710434567483	0.00548455685065015	0.049269887139122	chr2L	10761115	10764971	+	protein_coding	CG6495
